timestamp,ldr_v,temp_c,hum_pct,tvoc_ppb,eco2_ppm,scenario
440975,0.03,23.10,48.20,60.00,450.00,low_light
441982,0.06,23.10,48.20,60.00,450.00,low_light
442983,0.05,23.10,48.20,60.00,450.00,low_light
443990,0.04,23.10,48.20,60.00,450.00,low_light
444991,0.04,23.10,48.20,60.00,450.00,low_light
445998,0.04,23.10,48.20,60.00,450.00,low_light
446999,0.09,23.10,48.20,60.00,450.00,low_light
448006,0.04,23.10,48.20,60.00,450.00,low_light
449007,0.03,23.10,48.20,60.00,450.00,low_light
450014,0.07,23.10,48.20,60.00,450.00,low_light
451015,0.07,23.10,48.20,60.00,450.00,low_light
452022,0.07,23.10,48.20,60.00,450.00,low_light
453023,0.03,23.10,48.20,60.00,450.00,low_light
454030,0.02,23.10,48.20,60.00,450.00,low_light
455031,0.07,23.10,48.20,60.00,450.00,low_light
456038,0.06,23.10,48.10,60.00,450.00,low_light
457039,0.02,23.10,48.10,60.00,450.00,low_light
458046,0.06,23.10,48.10,60.00,450.00,low_light
459047,0.07,23.10,48.10,60.00,450.00,low_light
460054,0.11,23.10,48.10,60.00,450.00,low_light
461055,0.03,23.10,48.10,60.00,450.00,low_light
462062,0.00,23.10,48.00,60.00,450.00,low_light
463063,0.07,23.10,48.00,60.00,450.00,low_light
464070,0.07,23.10,48.00,60.00,450.00,low_light
465071,0.04,23.10,48.00,60.00,450.00,low_light
466078,0.03,23.10,48.10,60.00,450.00,low_light
467079,0.10,23.10,48.10,60.00,450.00,low_light
468086,0.04,23.10,48.00,60.00,450.00,low_light
469087,0.03,23.10,48.00,60.00,450.00,low_light
470094,0.01,23.10,48.10,60.00,450.00,low_light
471095,0.07,23.10,48.10,60.00,450.00,low_light
472102,0.06,23.10,48.00,60.00,450.00,low_light
473103,0.03,23.10,48.00,60.00,450.00,low_light
474110,0.03,23.10,48.10,60.00,450.00,low_light
475111,0.09,23.10,48.10,60.00,450.00,low_light
476118,0.10,23.10,48.10,60.00,450.00,low_light
477119,0.03,23.10,48.10,60.00,450.00,low_light
478126,0.00,23.10,48.10,60.00,450.00,low_light
479127,0.08,23.10,48.10,60.00,450.00,low_light
480134,0.03,23.10,48.20,60.00,450.00,low_light
481135,0.03,23.10,48.20,60.00,450.00,low_light
482142,0.06,23.10,48.20,60.00,450.00,low_light
483143,0.03,23.10,48.20,60.00,450.00,low_light
484150,0.07,23.10,48.20,60.00,450.00,low_light
485151,0.03,23.10,48.20,60.00,450.00,low_light
486158,0.07,23.10,48.20,60.00,450.00,low_light
